Metric,PICK-&-PLACE,WALKING,PASSING-BY
CA_error,-0.017574782014516257,0.0,0.0
IMM_error,0.08850179522560198,0.0,0.0
CA_RMSE,1.520271368382681,0.0,0.0
IMM_RMSE,1.0981802401565535,0.0,0.0
CA_std,1.4197512524126434,0.0,0.0
IMM_std,1.0554129336220397,0.0,0.0
CA_perc,45.01348287062573,0.0,0.0
IMM_perc,45.08488079916651,0.0,0.0
