Metric,PICK-&-PLACE,WALKING,PASSING-BY
CA_error,0.012386715226313016,0.0,0.0
IMM_error,0.13063839635843186,0.0,0.0
CA_RMSE,5.218335297978818,0.0,0.0
IMM_RMSE,3.79748805828955,0.0,0.0
CA_std,4.6987930725604565,0.0,0.0
IMM_std,3.5152831774629854,0.0,0.0
CA_perc,13.155298155298155,0.0,0.0
IMM_perc,11.600478029049457,0.0,0.0
