Metric,PICK-&-PLACE,WALKING,PASSING-BY
CA_error,0.0020782876722085174,0.0,0.0
IMM_error,-0.0005517204817800765,0.0,0.0
CA_RMSE,0.033716745872034416,0.0,0.0
IMM_RMSE,0.024692139206669617,0.0,0.0
CA_std,0.03324070221905979,0.0,0.0
IMM_std,0.024533172075203485,0.0,0.0
CA_perc,82.8968253968254,0.0,0.0
IMM_perc,82.51322751322752,0.0,0.0
