Metric,PICK-&-PLACE,WALKING,PASSING-BY
CA_error,5.454208738227835e-05,0.0,0.0
IMM_error,-6.888001172246807e-05,0.0,0.0
CA_RMSE,0.010379311183473168,0.0,0.0
IMM_RMSE,0.008691512940463194,0.0,0.0
CA_std,0.010349978357029367,0.0,0.0
IMM_std,0.00864279830879059,0.0,0.0
CA_perc,95.53410553410554,0.0,0.0
IMM_perc,95.58344058344058,0.0,0.0
