Metric,PICK-&-PLACE,WALKING,PASSING-BY
CA_error,-0.0075281395547468,0.0,0.0
IMM_error,-0.005851043287183878,0.0,0.0
CA_RMSE,0.10208336278718873,0.0,0.0
IMM_RMSE,0.0854841484691919,0.0,0.0
CA_std,0.09653563851107623,0.0,0.0
IMM_std,0.08249640703944972,0.0,0.0
CA_perc,81.29629629629629,0.0,0.0
IMM_perc,82.98941798941799,0.0,0.0
