Metric,PICK-&-PLACE,WALKING,PASSING-BY
CA_error,-0.024098472816620087,0.0,0.0
IMM_error,-0.016276298388503228,0.0,0.0
CA_RMSE,0.1842255987439234,0.0,0.0
IMM_RMSE,0.14498580589631452,0.0,0.0
CA_std,0.1704607720414899,0.0,0.0
IMM_std,0.13916936150651038,0.0,0.0
CA_perc,68.3862433862434,0.0,0.0
IMM_perc,71.78571428571429,0.0,0.0
