Metric,PICK-&-PLACE,WALKING,PASSING-BY
CA_error,0.005720006751388169,0.0,0.0
IMM_error,-0.0005229250105729866,0.0,0.0
CA_RMSE,0.0656827194284813,0.0,0.0
IMM_RMSE,0.045660095021658485,0.0,0.0
CA_std,0.0643762553715428,0.0,0.0
IMM_std,0.04543969288058688,0.0,0.0
CA_perc,71.56084656084657,0.0,0.0
IMM_perc,71.99735449735451,0.0,0.0
